Ticker,Name,Asset Class,Weight (%),Sector,Exchange
COTY,COTY INC CLASS A,Equity,0.02,Consumer Staples,New York Stock Exchange Inc.
JBLU,JETBLUE AIRWAYS CORP,Equity,0.02,Industrials,NASDAQ
EV,EATON VANCE COM NON VOTING CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
RIG,TRANSOCEAN LTD,Equity,0.02,Energy,New York Stock Exchange Inc.
VVC,VECTREN CORP,Equity,0.02,Utilities,New York Stock Exchange Inc.
GPS,GAP INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
DEI,DOUGLAS EMMETT REIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.02,Consumer Discretionary,NASDAQ
LECO,LINCOLN ELECTRIC HOLDINGS INC,Equity,0.02,Industrials,NASDAQ
IONS,IONIS PHARMACEUTICALS INC,Equity,0.02,Health Care,NASDAQ
CFR,CULLEN FROST BANKERS INC,Equity,0.02,Financials,New York Stock Exchange Inc.
OC,OWENS CORNING,Equity,0.02,Industrials,New York Stock Exchange Inc.
HLF,HERBALIFE NUTRITION LTD,Equity,0.02,Consumer Staples,New York Stock Exchange Inc.
NRZ,NEW RESIDENTIAL INVESTMENT REIT CO,Equity,0.02,Financials,New York Stock Exchange Inc.
HXL,HEXCEL CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
OKTA,OKTA INC CLASS A,Equity,0.02,Information Technology,NASDAQ
HUN,HUNTSMAN CORP,Equity,0.02,Materials,New York Stock Exchange Inc.
HAE,HAEMONETICS CORP,Equity,0.02,Health Care,New York Stock Exchange Inc.
PII,POLARIS INDUSTRIES INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
MSG,MADISON SQUARE GARDEN CLASS A,Equity,0.02,Communication,New York Stock Exchange Inc.
NFX,NEWFIELD EXPLORATION,Equity,0.02,Energy,New York Stock Exchange Inc.
EEFT,EURONET WORLDWIDE INC,Equity,0.02,Information Technology,NASDAQ
PODD,INSULET CORP,Equity,0.02,Health Care,NASDAQ
RNG,RINGCENTRAL INC CLASS A,Equity,0.02,Information Technology,New York Stock Exchange Inc.
LIVN,LIVANOVA PLC,Equity,0.02,Health Care,NASDAQ
BC,BRUNSWICK CORP,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
ROL,ROLLINS INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,0.02,Financials,New York Stock Exchange Inc.
MASI,MASIMO CORP,Equity,0.02,Health Care,NASDAQ
AIZ,ASSURANT INC,Equity,0.02,Financials,New York Stock Exchange Inc.
LPLA,LPL FINANCIAL HOLDINGS INC,Equity,0.02,Financials,NASDAQ
TWLO,TWILIO INC CLASS A,Equity,0.02,Information Technology,New York Stock Exchange Inc.
HEIA,HEICO CORP CLASS A,Equity,0.02,Industrials,New York Stock Exchange Inc.
PACW,PACWEST BANCORP,Equity,0.02,Financials,NASDAQ
MUR,MURPHY OIL CORP,Equity,0.02,Energy,New York Stock Exchange Inc.
LAZ,LAZARD LTD CLASS A,Equity,0.02,Financials,New York Stock Exchange Inc.
WSO,WATSCO INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
LEG,LEGGETT & PLATT INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
EVHC,ENVISION HEALTHCARE CORP,Equity,0.02,Health Care,New York Stock Exchange Inc.
GT,GOODYEAR TIRE & RUBBER,Equity,0.02,Consumer Discretionary,NASDAQ
COMM,COMMSCOPE HOLDING INC,Equity,0.02,Information Technology,NASDAQ
WAL,WESTERN ALLIANCE,Equity,0.02,Financials,New York Stock Exchange Inc.
RNR,RENAISSANCERE HOLDING LTD,Equity,0.02,Financials,New York Stock Exchange Inc.
FHN,FIRST HORIZON NATIONAL CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
ETSY,ETSY INC,Equity,0.02,Consumer Discretionary,NASDAQ
IPGP,IPG PHOTONICS CORP,Equity,0.02,Information Technology,NASDAQ
GNTX,GENTEX CORP,Equity,0.02,Consumer Discretionary,NASDAQ
ACC,AMERICAN CAMPUS COMMUNITIES REIT I,Equity,0.02,Real Estate,New York Stock Exchange Inc.
FL,FOOT LOCKER INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
MAN,MANPOWER INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
SON,SONOCO PRODUCTS,Equity,0.02,Materials,New York Stock Exchange Inc.
LGND,LIGAND PHARMACEUTICALS INC,Equity,0.02,Health Care,NASDAQ
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,0.02,Real Estate,New York Stock Exchange Inc.
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
STWD,STARWOOD PROPERTY TRUST REIT INC,Equity,0.02,Financials,New York Stock Exchange Inc.
FAF,FIRST AMERICAN FINANCIAL CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
SCG,SCANA CORP,Equity,0.02,Utilities,New York Stock Exchange Inc.
GWR,GENESEE & WYOMING INC CLASS A,Equity,0.02,Industrials,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
UTHR,UNITED THERAPEUTICS CORP,Equity,0.02,Health Care,NASDAQ
WH,WYNDHAM HOTELS RESORTS INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
FCEA,FOREST CITY REALTY REIT INC TRUST,Equity,0.02,Real Estate,New York Stock Exchange Inc.
TDOC,TELADOC HEALTH INC,Equity,0.02,Health Care,New York Stock Exchange Inc.
ITT,ITT INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
EXEL,EXELIXIS INC,Equity,0.02,Health Care,NASDAQ
BHF,BRIGHTHOUSE FINANCIAL INC,Equity,0.02,Financials,NASDAQ
TRN,TRINITY INDUSTRIES INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
HRB,H&R BLOCK INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
HTA,HEALTHCARE TRUST OF AMERICA REIT I,Equity,0.02,Real Estate,New York Stock Exchange Inc.
NATI,NATIONAL INSTRUMENTS CORP,Equity,0.02,Information Technology,NASDAQ
TRIP,TRIPADVISOR INC,Equity,0.02,Communication,NASDAQ
CUBE,CUBESMART REIT,Equity,0.02,Real Estate,New York Stock Exchange Inc.
WBS,WEBSTER FINANCIAL CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
MAT,MATTEL INC,Equity,0.02,Consumer Discretionary,NASDAQ
LOPE,GRAND CANYON EDUCATION INC,Equity,0.02,Consumer Discretionary,NASDAQ
MPW,MEDICAL PROPERTIES TRUST REIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
AVT,AVNET INC,Equity,0.02,Information Technology,NASDAQ
ACM,AECOM,Equity,0.02,Industrials,New York Stock Exchange Inc.
WSM,WILLIAMS SONOMA INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
HUBS,HUBSPOT INC,Equity,0.02,Information Technology,New York Stock Exchange Inc.
CY,CYPRESS SEMICONDUCTOR CORP,Equity,0.02,Information Technology,NASDAQ
OLED,UNIVERSAL DISPLAY CORP,Equity,0.02,Information Technology,NASDAQ
ASH,ASHLAND GLOBAL INC,Equity,0.02,Materials,New York Stock Exchange Inc.
Z,ZILLOW GROUP INC CLASS C,Equity,0.02,Communication,NASDAQ
GLIBA,GCI LIBERTY INC CLASS A,Equity,0.02,Communication,NASDAQ
DISCA,DISCOVERY INC SERIES A,Equity,0.02,Communication,NASDAQ
BRX,BRIXMOR PROPERTY GROUP REIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
MDU,MDU RESOURCES GROUP INC,Equity,0.02,Utilities,New York Stock Exchange Inc.
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.02,Information Technology,NASDAQ
X,US STEEL CORP CORP,Equity,0.02,Materials,New York Stock Exchange Inc.
OSK,OSHKOSH CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
CHE,CHEMED CORP,Equity,0.02,Health Care,New York Stock Exchange Inc.
PRI,PRIMERICA INC,Equity,0.02,Financials,New York Stock Exchange Inc.
PFPT,PROOFPOINT INC,Equity,0.02,Information Technology,NASDAQ
NWSA,NEWS CORP CLASS A,Equity,0.02,Communication,NASDAQ
RGLD,ROYAL GOLD INC,Equity,0.02,Materials,NASDAQ
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
EPR,EPR PROPERTIES REIT,Equity,0.02,Real Estate,New York Stock Exchange Inc.
STOR,STORE CAPITAL CORP,Equity,0.02,Real Estate,New York Stock Exchange Inc.
BPOP,POPULAR INC,Equity,0.02,Financials,NASDAQ
ATHN,ATHENAHEALTH INC,Equity,0.02,Health Care,NASDAQ
HQY,HEALTHEQUITY INC,Equity,0.02,Health Care,NASDAQ
PWR,QUANTA SERVICES INC,Equity,0.02,Industrials,New York Stock Exchange Inc.
THG,HANOVER INSURANCE GROUP INC,Equity,0.02,Financials,New York Stock Exchange Inc.
KEX,KIRBY CORP,Equity,0.02,Industrials,New York Stock Exchange Inc.
IDA,IDACORP INC,Equity,0.02,Utilities,New York Stock Exchange Inc.
AXS,AXIS CAPITAL HOLDINGS LTD,Equity,0.02,Financials,New York Stock Exchange Inc.
SLM,SLM CORP,Equity,0.02,Financials,NASDAQ
NUAN,NUANCE COMMUNICATIONS INC,Equity,0.02,Information Technology,NASDAQ
GRA,WR GRACE,Equity,0.02,Materials,New York Stock Exchange Inc.
CR,CRANE,Equity,0.02,Industrials,New York Stock Exchange Inc.
STL,STERLING BAN,Equity,0.02,Financials,New York Stock Exchange Inc.
NYCB,NEW YORK COMMUNITY BANCORP INC,Equity,0.02,Financials,New York Stock Exchange Inc.
HHC,HOWARD HUGHES CORP,Equity,0.02,Real Estate,New York Stock Exchange Inc.
MTG,MGIC INVESTMENT CORP,Equity,0.02,Financials,New York Stock Exchange Inc.
HIW,HIGHWOODS PROPERTIES REIT INC,Equity,0.02,Real Estate,New York Stock Exchange Inc.
LSTR,LANDSTAR SYSTEM INC,Equity,0.02,Industrials,NASDAQ
CASY,CASEYS GENERAL STORES INC,Equity,0.02,Consumer Staples,NASDAQ
TOL,TOLL BROTHERS INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
BLKB,BLACKBAUD INC,Equity,0.02,Information Technology,NASDAQ
WLL,WHITING PETROLEUM CORP,Equity,0.02,Energy,New York Stock Exchange Inc.
PB,PROSPERITY BANCSHARES INC,Equity,0.02,Financials,New York Stock Exchange Inc.
CACC,CREDIT ACCEPTANCE CORP,Equity,0.02,Financials,NASDAQ
SRCL,STERICYCLE INC,Equity,0.02,Industrials,NASDAQ
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Equity,0.02,Consumer Discretionary,NASDAQ
WTFC,WINTRUST FINANCIAL CORP,Equity,0.02,Financials,NASDAQ
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Equity,0.02,Health Care,NASDAQ
LFUS,LITTELFUSE INC,Equity,0.02,Information Technology,NASDAQ
PLNT,PLANET FITNESS INC CLASS A,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
OZK,BANK OZK,Equity,0.02,Financials,NASDAQ
HPT,HOSPITALITY PROPERTIES TRUST REIT,Equity,0.02,Real Estate,NASDAQ
UMPQ,UMPQUA HOLDINGS CORP,Equity,0.02,Financials,NASDAQ
G,GENPACT LTD,Equity,0.02,Information Technology,New York Stock Exchange Inc.
AL,AIR LEASE CORP CLASS A,Equity,0.02,Industrials,New York Stock Exchange Inc.
AGO,ASSURED GUARANTY LTD,Equity,0.02,Financials,New York Stock Exchange Inc.
FGEN,FIBROGEN INC,Equity,0.02,Health Care,NASDAQ
PNFP,PINNACLE FINANCIAL PARTNERS INC,Equity,0.02,Financials,NASDAQ
GPK,GRAPHIC PACKAGING HOLDING,Equity,0.02,Materials,New York Stock Exchange Inc.
IBKC,IBERIABANK CORP,Equity,0.02,Financials,NASDAQ
NFG,NATIONAL FUEL GAS,Equity,0.02,Utilities,New York Stock Exchange Inc.
CRI,CARTERS INC,Equity,0.02,Consumer Discretionary,New York Stock Exchange Inc.
LOGM,LOGMEIN INC,Equity,0.02,Information Technology,NASDAQ
NUS,NU SKIN ENTERPRISES INC CLASS A,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
NVT,NVENT ELECTRIC PLC,Equity,0.01,Industrials,New York Stock Exchange Inc.
TDC,TERADATA CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.01,Information Technology,New York Stock Exchange Inc.
RDN,RADIAN GROUP INC,Equity,0.01,Financials,New York Stock Exchange Inc.
JBL,JABIL INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
NTNX,NUTANIX INC CLASS A,Equity,0.01,Information Technology,NASDAQ
MKSI,MKS INSTRUMENTS INC,Equity,0.01,Information Technology,NASDAQ
TXRH,TEXAS ROADHOUSE INC,Equity,0.01,Consumer Discretionary,NASDAQ
S,SPRINT CORP,Equity,0.01,Communication,New York Stock Exchange Inc.
GPT,GRAMERCY PROPERTY REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
LSI,LIFE STORAGE INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
LOXO,LOXO ONCOLOGY INC,Equity,0.01,Health Care,NASDAQ
WWD,WOODWARD INC,Equity,0.01,Industrials,NASDAQ
AR,ANTERO RESOURCES CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
ASB,ASSOCIATED BANCORP,Equity,0.01,Financials,New York Stock Exchange Inc.
ICUI,ICU MEDICAL INC,Equity,0.01,Health Care,NASDAQ
NSP,INSPERITY INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
RP,REALPAGE INC,Equity,0.01,Information Technology,NASDAQ
BMS,BEMIS INC,Equity,0.01,Materials,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
PEN,PENUMBRA INC,Equity,0.01,Health Care,New York Stock Exchange Inc.
CNDT,CONDUENT INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
PSTG,PURE STORAGE INC CLASS A,Equity,0.01,Information Technology,New York Stock Exchange Inc.
ARRS,ARRIS INTERNATIONAL PLC,Equity,0.01,Information Technology,NASDAQ
TREX,TREX INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
MD,MEDNAX INC,Equity,0.01,Health Care,New York Stock Exchange Inc.
GDOT,GREEN DOT CORP CLASS A,Equity,0.01,Financials,New York Stock Exchange Inc.
DLB,DOLBY LABORATORIES INC CLASS A,Equity,0.01,Information Technology,New York Stock Exchange Inc.
EME,EMCOR GROUP INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
KMPR,KEMPER CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
OGS,ONE GAS INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
COHR,COHERENT INC,Equity,0.01,Information Technology,NASDAQ
TTD,TRADE DESK INC CLASS A,Equity,0.01,Information Technology,NASDAQ
INGN,INOGEN INC,Equity,0.01,Health Care,NASDAQ
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Equity,0.01,Industrials,New York Stock Exchange Inc.
ENTG,ENTEGRIS INC,Equity,0.01,Information Technology,NASDAQ
THO,THOR INDUSTRIES INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
EXP,EAGLE MATERIALS INC,Equity,0.01,Materials,New York Stock Exchange Inc.
ESNT,ESSENT GROUP LTD,Equity,0.01,Financials,New York Stock Exchange Inc.
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.01,Financials,NASDAQ
RYN,RAYONIER REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
KDP,KEURIG DR PEPPER INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
PRLB,PROTO LABS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
OLN,OLIN CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
POR,PORTLAND GENERAL ELECTRIC,Equity,0.01,Utilities,New York Stock Exchange Inc.
FNB,FNB CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
SNH,SENIOR HOUSING PROPERTIES TRUST RE,Equity,0.01,Real Estate,NASDAQ
MDSO,MEDIDATA SOLUTIONS INC,Equity,0.01,Health Care,NASDAQ
CHK,CHESAPEAKE ENERGY CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.01,Communication,New York Stock Exchange Inc.
WYND,WYNDHAM DESTINATIONS INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
COR,CORESITE REALTY REIT CORP,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,Equity,0.01,Energy,NASDAQ
CNK,CINEMARK HOLDINGS INC,Equity,0.01,Communication,New York Stock Exchange Inc.
NGVT,INGEVITY CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
CLGX,CORELOGIC INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
MMS,MAXIMUS INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
SWX,SOUTHWEST GAS HOLDINGS INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
VVV,VALVOLINE INC,Equity,0.01,Materials,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.01,Information Technology,NASDAQ
PTEN,PATTERSON UTI ENERGY INC,Equity,0.01,Energy,NASDAQ
EQC,EQUITY COMMONWEALTH REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
TWOU,2U INC,Equity,0.01,Information Technology,NASDAQ
TCBI,TEXAS CAPITAL BANCSHARES INC,Equity,0.01,Financials,NASDAQ
COUP,COUPA SOFTWARE INC,Equity,0.01,Information Technology,NASDAQ
SLAB,SILICON LABORATORIES INC,Equity,0.01,Information Technology,NASDAQ
SBRA,SABRA HEALTH CARE REIT INC,Equity,0.01,Real Estate,NASDAQ
AGCO,AGCO CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
EVR,EVERCORE INC CLASS A,Equity,0.01,Financials,New York Stock Exchange Inc.
NJR,NEW JERSEY RESOURCES CORP,Equity,0.01,Utilities,New York Stock Exchange Inc.
CLF,CLEVELAND CLIFFS INC,Equity,0.01,Materials,New York Stock Exchange Inc.
APLE,APPLE HOSPITALITY REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
VSM,VERSUM MATERIALS INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
NEWR,NEW RELIC INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
ASGN,ASGN INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
UAA,UNDER ARMOUR INC CLASS A,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
HWC,HANCOCK WHITNEY CORP,Equity,0.01,Financials,NASDAQ
MBFI,MB FINANCIAL INC,Equity,0.01,Financials,NASDAQ
SIG,SIGNET JEWELERS LTD,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.01,Communication,NASDAQ
ENDP,ENDO INTERNATIONAL PLC,Equity,0.01,Health Care,NASDAQ
FFIN,FIRST FINANCIAL BANKSHARES INC,Equity,0.01,Financials,NASDAQ
LHO,LASALLE HOTEL PROPERTIES REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
ENS,ENERSYS,Equity,0.01,Industrials,New York Stock Exchange Inc.
FR,FIRST INDUSTRIAL REALTY TRUST INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
MSM,MSC INDUSTRIAL INC CLASS A,Equity,0.01,Industrials,New York Stock Exchange Inc.
LPX,LOUISIANA PACIFIC CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.01,Health Care,NASDAQ
AAN,AARONS INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
TCF,TCF FINANCIAL CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
JBGS,JBG SMITH PROPERTIES,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CABO,CABLE ONE INC,Equity,0.01,Communication,New York Stock Exchange Inc.
CBT,CABOT CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
RLJ,RLJ LODGING TRUST REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
OAS,OASIS PETROLEUM INC,Equity,0.01,Energy,New York Stock Exchange Inc.
JBT,JOHN BEAN TECHNOLOGIES CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
ALE,ALLETE INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
STAY,EXTENDED STAY AMERICA UNITS INC,Equity,0.01,Consumer Discretionary,NASDAQ
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Equity,0.01,Financials,New York Stock Exchange Inc.
GMED,GLOBUS MEDICAL INC CLASS A,Equity,0.01,Health Care,New York Stock Exchange Inc.
RBC,REGAL BELOIT CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
RAMP,LIVERAMP HOLDINGS INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
SMTC,SEMTECH CORP,Equity,0.01,Information Technology,NASDAQ
NVCR,NOVOCURE LTD,Equity,0.01,Health Care,NASDAQ
YELP,YELP INC,Equity,0.01,Communication,New York Stock Exchange Inc.
AAXN,AXON ENTERPRISE INC,Equity,0.01,Industrials,NASDAQ
JCOM,J2 GLOBAL INC,Equity,0.01,Information Technology,NASDAQ
STMP,STAMPS.COM INC,Equity,0.01,Consumer Discretionary,NASDAQ
PRSP,PERSPECTA INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
TWO,TWO HARBORS INVESTMENT REIT CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
RARE,ULTRAGENYX PHARMACEUTICAL INC,Equity,0.01,Health Care,NASDAQ
BKU,BANKUNITED INC,Equity,0.01,Financials,New York Stock Exchange Inc.
HEI,HEICO CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
TTEK,TETRA TECH INC,Equity,0.01,Industrials,NASDAQ
CHFC,CHEMICAL FINANCIAL CORP,Equity,0.01,Financials,NASDAQ
SM,SM ENERGY,Equity,0.01,Energy,New York Stock Exchange Inc.
MIC,MACQUARIE INFRASTRUCTURE CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
ATI,ALLEGHENY TECHNOLOGIES INC,Equity,0.01,Materials,New York Stock Exchange Inc.
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Equity,0.01,Financials,NASDAQ
KMT,KENNAMETAL INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
RRC,RANGE RESOURCES CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
LITE,LUMENTUM HOLDINGS INC,Equity,0.01,Information Technology,NASDAQ
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
VLY,VALLEY NATIONAL,Equity,0.01,Financials,New York Stock Exchange Inc.
FCFS,FIRSTCASH INC,Equity,0.01,Financials,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.01,Information Technology,NASDAQ
AEO,AMERICAN EAGLE OUTFITTERS INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
UA,UNDER ARMOUR INC CLASS C,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
CLH,CLEAN HARBORS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
WRI,WEINGARTEN REALTY INVESTORS REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
SCCO,SOUTHERN COPPER CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
NAVI,NAVIENT CORP,Equity,0.01,Financials,NASDAQ
ROLL,RBC BEARINGS INC,Equity,0.01,Industrials,NASDAQ
SKX,SKECHERS USA INC CLASS A,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
ADNT,ADIENT PLC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
SRC,SPIRIT REALTY CAPITAL REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
UBSI,UNITED BANKSHARES INC,Equity,0.01,Financials,NASDAQ
WMGI,WRIGHT MEDICAL GROUP NV,Equity,0.01,Health Care,NASDAQ
MTDR,MATADOR RESOURCES,Equity,0.01,Energy,New York Stock Exchange Inc.
MMSI,MERIT MEDICAL SYSTEMS INC,Equity,0.01,Health Care,NASDAQ
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
UNVR,UNIVAR INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
NUVA,NUVASIVE INC,Equity,0.01,Health Care,NASDAQ
GBCI,GLACIER BANCORP INC,Equity,0.01,Financials,NASDAQ
SR,SPIRE INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
DK,DELEK US HOLDINGS INC,Equity,0.01,Energy,New York Stock Exchange Inc.
MSA,MSA SAFETY INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
CNO,CNO FINANCIAL GROUP INC,Equity,0.01,Financials,New York Stock Exchange Inc.
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,0.01,Communication,NASDAQ
BCO,BRINKS,Equity,0.01,Industrials,New York Stock Exchange Inc.
VSAT,VIASAT INC,Equity,0.01,Information Technology,NASDAQ
CMD,CANTEL MEDICAL CORP,Equity,0.01,Health Care,New York Stock Exchange Inc.
SF,STIFEL FINANCIAL CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
HR,HEALTHCARE REALTY TRUST REIT INC T,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CIM,CHIMERA INVESTMENT CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
TSE,TRINSEO,Equity,0.01,Materials,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Equity,0.01,Information Technology,NASDAQ
POL,POLYONE CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
TCO,TAUBMAN CENTERS REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
HI,HILLENBRAND INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
BCPC,BALCHEM CORP,Equity,0.01,Materials,NASDAQ
TRCO,TRIBUNE MEDIA COMPANY CLASS A,Equity,0.01,Communication,New York Stock Exchange Inc.
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.01,Financials,NASDAQ
NEOG,NEOGEN CORP,Equity,0.01,Health Care,NASDAQ
TKR,TIMKEN,Equity,0.01,Industrials,New York Stock Exchange Inc.
FLO,FLOWERS FOODS INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
BRKR,BRUKER CORP,Equity,0.01,Health Care,NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.01,Information Technology,New York Stock Exchange Inc.
