Ticker,Name,Asset Class,Weight (%),Sector,Exchange
USG,USG CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
APY,APERGY CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
HELE,HELEN OF TROY LTD,Equity,0.01,Consumer Discretionary,NASDAQ
CHDN,CHURCHILL DOWNS INC,Equity,0.01,Consumer Discretionary,NASDAQ
BOH,BANK OF HAWAII CORP.,Equity,0.01,Financials,New York Stock Exchange Inc.
HOMB,HOME BANCSHARES INC,Equity,0.01,Financials,NASDAQ
H,HYATT HOTELS CORP CLASS A,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
GATX,GATX CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
SXT,SENSIENT TECHNOLOGIES CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
UMBF,UMB FINANCIAL CORP,Equity,0.01,Financials,NASDAQ
ENR,ENERGIZER HOLDINGS INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
AMED,AMEDISYS INC,Equity,0.01,Health Care,NASDAQ
B,BARNES GROUP INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
MFA,MFA FINANCIAL REIT INC,Equity,0.01,Financials,New York Stock Exchange Inc.
NCR,NCR CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
UNIT,UNITI GROUP INC,Equity,0.01,Real Estate,NASDAQ
SFM,SPROUTS FARMERS MARKET INC,Equity,0.01,Consumer Staples,NASDAQ
EGP,EASTGROUP PROPERTIES REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
ERI,ELDORADO RESORTS INC,Equity,0.01,Consumer Discretionary,NASDAQ
HGV,HILTON GRAND VACATIONS INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
BPR,BROOKFIELD PROPERTY REIT INC CLASS,Equity,0.01,Real Estate,NASDAQ
WWW,WOLVERINE WORLD WIDE INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
NEU,NEWMARKET CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
CATY,CATHAY GENERAL BANCORP,Equity,0.01,Financials,NASDAQ
GNRC,GENERAC HOLDINGS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
HZNP,HORIZON PHARMA PLC,Equity,0.01,Health Care,NASDAQ
SMG,SCOTTS MIRACLE GRO,Equity,0.01,Materials,New York Stock Exchange Inc.
VRNT,VERINT SYSTEMS INC,Equity,0.01,Information Technology,NASDAQ
DECK,DECKERS OUTDOOR CORP,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
PGRE,PARAMOUNT GROUP REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
PFGC,PERFORMANCE FOOD GROUP,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
BOKF,BOK FINANCIAL CORP,Equity,0.01,Financials,NASDAQ
CFX,COLFAX CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
OI,OWENS ILLINOIS INC,Equity,0.01,Materials,New York Stock Exchange Inc.
CHGG,CHEGG INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
FEYE,FIREEYE INC,Equity,0.01,Information Technology,NASDAQ
RXN,REXNORD CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
UFS,DOMTAR CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
AVA,AVISTA CORP,Equity,0.01,Utilities,New York Stock Exchange Inc.
PDCE,PDC ENERGY INC,Equity,0.01,Energy,NASDAQ
MDR,MCDERMOTT INTERNATIONAL INC,Equity,0.01,Energy,New York Stock Exchange Inc.
KLXI,KLX INC,Equity,0.01,Industrials,NASDAQ
GDI,GARDNER DENVER HOLDINGS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
ROKU,ROKU INC CLASS A,Equity,0.01,Consumer Discretionary,NASDAQ
DOC,PHYSICIANS REALTY TRUST REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
ELLI,ELLIE MAE INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
SYNH,SYNEOS HEALTH INC,Equity,0.01,Health Care,NASDAQ
WEN,WENDYS,Equity,0.01,Consumer Discretionary,NASDAQ
VMI,VALMONT INDS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
BXS,BANCORPSOUTH,Equity,0.01,Financials,New York Stock Exchange Inc.
AWI,ARMSTRONG WORLD INDUSTRIES INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
KS,KAPSTONE PAPER AND PACKAGING CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.01,Industrials,NASDAQ
SJI,S JERSEY INDS INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
BKH,BLACK HILLS CORP,Equity,0.01,Utilities,New York Stock Exchange Inc.
SPB,SPECTRUM BRANDS HOLDINGS INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
ISBC,INVESTORS BANCORP INC,Equity,0.01,Financials,NASDAQ
ZNGA,ZYNGA INC CLASS A,Equity,0.01,Communication,NASDAQ
WLK,WESTLAKE CHEMICAL CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
SSD,SIMPSON MANUFACTURING INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
SWN,SOUTHWESTERN ENERGY,Equity,0.01,Energy,New York Stock Exchange Inc.
VG,VONAGE HOLDINGS CORP,Equity,0.01,Communication,New York Stock Exchange Inc.
BGCP,BGC PARTNERS INC CLASS A,Equity,0.01,Financials,NASDAQ
BPMC,BLUEPRINT MEDICINES CORP,Equity,0.01,Health Care,NASDAQ
MYGN,MYRIAD GENETICS INC,Equity,0.01,Health Care,NASDAQ
DAR,DARLING INGREDIENTS INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
ERIE,ERIE INDEMNITY CLASS A,Equity,0.01,Financials,NASDAQ
PNM,PNM RESOURCES INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
KBR,KBR INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
SAVE,SPIRIT AIRLINES INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
CBU,COMMUNITY BANK SYSTEM INC,Equity,0.01,Financials,New York Stock Exchange Inc.
CSOD,CORNERSTONE ONDEMAND INC,Equity,0.01,Information Technology,NASDAQ
NYT,NEW YORK TIMES CLASS A,Equity,0.01,Communication,New York Stock Exchange Inc.
AVNS,AVANOS MEDICAL INC,Equity,0.01,Health Care,New York Stock Exchange Inc.
ACHC,ACADIA HEALTHCARE COMPANY INC,Equity,0.01,Health Care,NASDAQ
ONB,OLD NATIONAL BANCORP,Equity,0.01,Financials,NASDAQ
FTDR,FRONTDOOR INC,Equity,0.01,Consumer Discretionary,NASDAQ
ACIW,ACI WORLDWIDE INC,Equity,0.01,Information Technology,NASDAQ
TDS,TELEPHONE AND DATA SYSTEMS INC,Equity,0.01,Communication,New York Stock Exchange Inc.
LHCG,LHC GROUP INC,Equity,0.01,Health Care,NASDAQ
GEO,GEO GROUP REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CLNY,COLONY CAPITAL INC CLASS A,Equity,0.01,Real Estate,New York Stock Exchange Inc.
EPAY,BOTTOMLINE TECHNOLOGIES INC,Equity,0.01,Information Technology,NASDAQ
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Equity,0.01,Financials,New York Stock Exchange Inc.
IMMU,IMMUNOMEDICS INC,Equity,0.01,Health Care,NASDAQ
CNX,CNX RESOURCES CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
CMPR,CIMPRESS NV,Equity,0.01,Industrials,NASDAQ
SITE,SITEONE LANDSCAPE SUPPLY INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
CHH,CHOICE HOTELS INTERNATIONAL INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
FFBC,FIRST FINANCIAL BANCORP,Equity,0.01,Financials,NASDAQ
IRBT,IROBOT CORP,Equity,0.01,Consumer Discretionary,NASDAQ
MTCH,MATCH GROUP INC,Equity,0.01,Communication,NASDAQ
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Equity,0.01,Industrials,New York Stock Exchange Inc.
ARRY,ARRAY BIOPHARMA INC,Equity,0.01,Health Care,NASDAQ
EQH,AXA EQUITABLE HOLDINGS INC,Equity,0.01,Financials,New York Stock Exchange Inc.
SKYW,SKYWEST INC,Equity,0.01,Industrials,NASDAQ
CPE,CALLON PETROLEUM,Equity,0.01,Energy,New York Stock Exchange Inc.
NHI,NATIONAL HEALTH INVESTORS REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
AMCX,AMC NETWORKS CLASS A INC,Equity,0.01,Communication,NASDAQ
BTU,PEABODY ENERGY CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
EBS,EMERGENT BIOSOLUTIONS INC,Equity,0.01,Health Care,New York Stock Exchange Inc.
FCN,FTI CONSULTING INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
BDC,BELDEN INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
FHB,FIRST HAWAIIAN INC,Equity,0.01,Financials,NASDAQ
WCC,WESCO INTERNATIONAL INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
CXP,COLUMBIA PROPERTY REIT INC TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
SSB,SOUTH STATE CORP,Equity,0.01,Financials,NASDAQ
URBN,URBAN OUTFITTERS INC,Equity,0.01,Consumer Discretionary,NASDAQ
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Equity,0.01,Consumer Discretionary,NASDAQ
OFC,CORPORATE OFFICE PROPERTIES TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
SHOO,STEVEN MADDEN LTD,Equity,0.01,Consumer Discretionary,NASDAQ
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Equity,0.01,Financials,New York Stock Exchange Inc.
NWE,NORTHWESTERN CORP,Equity,0.01,Utilities,New York Stock Exchange Inc.
LANC,LANCASTER COLONY CORP,Equity,0.01,Consumer Staples,NASDAQ
WTW,WEIGHT WATCHERS INTERNATIONAL INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
QLYS,QUALYS INC,Equity,0.01,Information Technology,NASDAQ
FULT,FULTON FINANCIAL CORP,Equity,0.01,Financials,NASDAQ
WFT,WEATHERFORD INTERNATIONAL PLC,Equity,0.01,Energy,New York Stock Exchange Inc.
JWA,JOHN WILEY AND SONS INC CLASS A,Equity,0.01,Communication,New York Stock Exchange Inc.
IIVI,II VI INC,Equity,0.01,Information Technology,NASDAQ
BOX,BOX INC CLASS A,Equity,0.01,Information Technology,New York Stock Exchange Inc.
CXW,CORECIVIC REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
COLM,COLUMBIA SPORTSWEAR,Equity,0.01,Consumer Discretionary,NASDAQ
OMCL,OMNICELL INC,Equity,0.01,Health Care,NASDAQ
RLI,RLI CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
MTZ,MASTEC INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
TECD,TECH DATA CORP,Equity,0.01,Information Technology,NASDAQ
DNR,DENBURY RESOURCES INC,Equity,0.01,Energy,New York Stock Exchange Inc.
ATGE,ADTALEM GLOBAL EDUCATION INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
KWR,QUAKER CHEMICAL CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
STAG,STAG INDUSTRIAL REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
AGR,AVANGRID INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
XHR,XENIA HOTELS RESORTS REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
OUT,OUTFRONT MEDIA INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
VIAV,VIAVI SOLUTIONS INC,Equity,0.01,Information Technology,NASDAQ
VC,VISTEON CORP,Equity,0.01,Consumer Discretionary,NASDAQ
HAIN,HAIN CELESTIAL GROUP INC,Equity,0.01,Consumer Staples,NASDAQ
CRS,CARPENTER TECHNOLOGY CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
PAH,PLATFORM SPECIALTY PRODUCTS CORP,Equity,0.01,Materials,New York Stock Exchange Inc.
UNF,UNIFIRST CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
LM,LEGG MASON INC,Equity,0.01,Financials,New York Stock Exchange Inc.
TEX,TEREX CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
QEP,QEP RESOURCES INC,Equity,0.01,Energy,New York Stock Exchange Inc.
DKS,DICKS SPORTING INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
NTB,BANK OF NT BUTTERFIELD & SON LTD,Equity,0.01,Financials,New York Stock Exchange Inc.
COLB,COLUMBIA BANKING SYSTEM INC,Equity,0.01,Financials,NASDAQ
ROG,ROGERS CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
BYD,BOYD GAMING CORP,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
MOGA,MOOG INC CLASS A,Equity,0.01,Industrials,New York Stock Exchange Inc.
IDCC,INTERDIGITAL INC,Equity,0.01,Information Technology,NASDAQ
PCH,POTLATCHDELTIC CORP,Equity,0.01,Real Estate,NASDAQ
GLNG,GOLAR LNG LTD,Equity,0.01,Energy,NASDAQ
EXPO,EXPONENT INC,Equity,0.01,Industrials,NASDAQ
FMBI,FIRST MIDWEST BANCORP INC,Equity,0.01,Financials,NASDAQ
DAN,DANA INCORPORATED INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
STRA,STRATEGIC EDUCATION INC,Equity,0.01,Consumer Discretionary,NASDAQ
KFY,KORN FERRY INTERNATIONAL,Equity,0.01,Industrials,New York Stock Exchange Inc.
ENV,ENVESTNET INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
FUL,HB FULLER,Equity,0.01,Materials,New York Stock Exchange Inc.
EPC,EDGEWELL PERSONAL CARE,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
ICPT,INTERCEPT PHARMACEUTICALS INC,Equity,0.01,Health Care,NASDAQ
DY,DYCOM INDUSTRIES INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
DLX,DELUXE CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
AMN,AMN HEALTHCARE INC,Equity,0.01,Health Care,New York Stock Exchange Inc.
VSH,VISHAY INTERTECHNOLOGY INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
BFA,BROWN FORMAN CORP CLASS A,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
BDN,BRANDYWINE REALTY TRUST REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
MED,MEDIFAST INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
THS,TREEHOUSE FOODS INC,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
RPAI,RETAIL PROPERTIES OF AMERICA REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
KW,KENNEDY WILSON HOLDINGS INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
MUSA,MURPHY USA INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
CCMP,CABOT MICROELECTRONICS CORP,Equity,0.01,Information Technology,NASDAQ
TGNA,TEGNA INC,Equity,0.01,Communication,New York Stock Exchange Inc.
HMSY,HMS HOLDINGS CORP,Equity,0.01,Health Care,NASDAQ
OII,OCEANEERING INTERNATIONAL INC,Equity,0.01,Energy,New York Stock Exchange Inc.
CARG,CARGURUS INC CLASS A,Equity,0.01,Communication,NASDAQ
MRCY,MERCURY SYSTEMS INC,Equity,0.01,Industrials,NASDAQ
WAFD,WASHINGTON FEDERAL INC,Equity,0.01,Financials,NASDAQ
AHL,ASPEN INSURANCE HOLDINGS LTD,Equity,0.01,Financials,New York Stock Exchange Inc.
PSB,PS BUSINESS PARKS REIT INC,Equity,0.01,Real Estate,New York Stock Exchange Inc.
ESGR,ENSTAR GROUP LTD,Equity,0.01,Financials,NASDAQ
BRKS,BROOKS AUTOMATION INC,Equity,0.01,Information Technology,NASDAQ
WBT,WELBILT INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Equity,0.01,Financials,NASDAQ
EE,EL PASO ELECTRIC,Equity,0.01,Utilities,New York Stock Exchange Inc.
DRH,DIAMONDROCK HOSPITALITY REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
ITGR,INTEGER HOLDINGS CORP,Equity,0.01,Health Care,New York Stock Exchange Inc.
UHAL,AMERCO,Equity,0.01,Industrials,NASDAQ
CVLT,COMMVAULT SYSTEMS INC,Equity,0.01,Information Technology,NASDAQ
MTX,MINERALS TECHNOLOGIES INC,Equity,0.01,Materials,New York Stock Exchange Inc.
UBSH,UNION BANKSHARES CORP,Equity,0.01,Financials,NASDAQ
GTLS,CHART INDUSTRIES INC,Equity,0.01,Industrials,NASDAQ
FII,FEDERATED INVESTORS INC CLASS B,Equity,0.01,Financials,New York Stock Exchange Inc.
IRWD,IRONWOOD PHARMA INC CLASS A,Equity,0.01,Health Care,NASDAQ
MNK,MALLINCKRODT,Equity,0.01,Health Care,New York Stock Exchange Inc.
UE,URBAN EDGE PROPERTIES,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CVBF,CVB FINANCIAL CORP,Equity,0.01,Financials,NASDAQ
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Equity,0.01,Communication,NASDAQ
SNX,SYNNEX CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Equity,0.01,Communication,NASDAQ
RLGY,REALOGY HOLDINGS CORP,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CMC,COMMERCIAL METALS,Equity,0.01,Materials,New York Stock Exchange Inc.
IBOC,INTERNATIONAL BANCSHARES CORP,Equity,0.01,Financials,NASDAQ
CPA,COPA HOLDINGS A SA,Equity,0.01,Industrials,New York Stock Exchange Inc.
LEXEA,LIBERTY EXPEDIA HOLDINGS INC SERIE,Equity,0.01,Consumer Discretionary,NASDAQ
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Equity,0.01,Health Care,NASDAQ
CRUS,CIRRUS LOGIC INC,Equity,0.01,Information Technology,NASDAQ
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Equity,0.01,Consumer Discretionary,NASDAQ
MC,MOELIS CLASS A,Equity,0.01,Financials,New York Stock Exchange Inc.
RDC,ROWAN COMPANIES CLASS A PLC,Equity,0.01,Energy,New York Stock Exchange Inc.
SUPN,SUPERNUS PHARMACEUTICALS INC,Equity,0.01,Health Care,NASDAQ
TNET,TRINET GROUP INCINARY,Equity,0.01,Industrials,New York Stock Exchange Inc.
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
AVAV,AEROVIRONMENT INC,Equity,0.01,Industrials,NASDAQ
CSFL,CENTERSTATE BANKS CORP,Equity,0.01,Financials,NASDAQ
WRE,WASHINGTON REAL ESTATE INVESTMENT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
PEB,PEBBLEBROOK HOTEL TRUST REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Equity,0.01,Communication,New York Stock Exchange Inc.
PINC,PREMIER INC CLASS A,Equity,0.01,Health Care,NASDAQ
PRA,PROASSURANCE CORP,Equity,0.01,Financials,New York Stock Exchange Inc.
FIVN,FIVE9 INC,Equity,0.01,Information Technology,NASDAQ
OMF,ONEMAIN HOLDINGS INC,Equity,0.01,Financials,New York Stock Exchange Inc.
RH,RH,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
AIN,ALBANY INTERNATIONAL CORP CLASS A,Equity,0.01,Industrials,New York Stock Exchange Inc.
P,PANDORA MEDIA INC,Equity,0.01,Communication,New York Stock Exchange Inc.
JACK,JACK IN THE BOX INC,Equity,0.01,Consumer Discretionary,NASDAQ
ZG,ZILLOW GROUP INC CLASS A,Equity,0.01,Communication,NASDAQ
AN,AUTONATION INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
FOXF,FOX FACTORY HOLDING CORP,Equity,0.01,Consumer Discretionary,NASDAQ
GWB,GREAT WESTERN BANCORP INC,Equity,0.01,Financials,New York Stock Exchange Inc.
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
PEGA,PEGASYSTEMS INC,Equity,0.01,Information Technology,NASDAQ
ESL,ESTERLINE TECHNOLOGIES CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
JJSF,J AND J SNACK FOODS CORP,Equity,0.01,Consumer Staples,NASDAQ
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Equity,0.01,Financials,New York Stock Exchange Inc.
CAKE,CHEESECAKE FACTORY INC,Equity,0.01,Consumer Discretionary,NASDAQ
CVG,CONVERGYS CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
UCBI,UNITED COMMUNITY BANKS INC,Equity,0.01,Financials,NASDAQ
CMP,COMPASS MINERALS INTERNATIONAL INC,Equity,0.01,Materials,New York Stock Exchange Inc.
MGEE,MGE ENERGY INC,Equity,0.01,Utilities,NASDAQ
ORA,ORMAT TECH INC,Equity,0.01,Utilities,New York Stock Exchange Inc.
CVCO,CAVCO INDUSTRIES INC,Equity,0.01,Consumer Discretionary,NASDAQ
MDCO,MEDICINES,Equity,0.01,Health Care,NASDAQ
FOLD,AMICUS THERAPEUTICS INC,Equity,0.01,Health Care,NASDAQ
NOVT,NOVANTA INC,Equity,0.01,Information Technology,NASDAQ
CAR,AVIS BUDGET GROUP INC,Equity,0.01,Industrials,NASDAQ
SAM,BOSTON BEER INC CLASS A,Equity,0.01,Consumer Staples,New York Stock Exchange Inc.
SC,SANTANDER CONSUMER USA HOLDINGS IN,Equity,0.01,Financials,New York Stock Exchange Inc.
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
AVYA,AVAYA HOLDINGS CORP,Equity,0.01,Information Technology,New York Stock Exchange Inc.
PCTY,PAYLOCITY HOLDING CORP,Equity,0.01,Information Technology,NASDAQ
FLOW,SPX FLOW INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
MLHR,HERMAN MILLER INC,Equity,0.01,Industrials,NASDAQ
BECN,BEACON ROOFING SUPPLY INC,Equity,0.01,Industrials,NASDAQ
INDB,INDEPENDENT BANK CORP,Equity,0.01,Financials,NASDAQ
CRC,CALIFORNIA RESOURCES CORP,Equity,0.01,Energy,New York Stock Exchange Inc.
HRTX,HERON THERAPEUTICS INC,Equity,0.01,Health Care,NASDAQ
LPNT,LIFEPOINT HEALTH INC,Equity,0.01,Health Care,NASDAQ
PENN,PENN NATIONAL GAMING INC,Equity,0.01,Consumer Discretionary,NASDAQ
TPX,TEMPUR SEALY INTERNATIONAL INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
NBR,NABORS INDUSTRIES LTD,Equity,0.01,Energy,New York Stock Exchange Inc.
LBRDA,LIBERTY BROADBAND CORP SERIES A,Equity,0.01,Communication,NASDAQ
WSBC,WESBANCO INC,Equity,0.01,Financials,NASDAQ
TEN,TENNECO INC CLASS A,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
AKR,ACADIA REALTY TRUST REIT TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
KOS,KOSMOS ENERGY LTD,Equity,0.01,Energy,New York Stock Exchange Inc.
HALO,HALOZYME THERAPEUTICS INC,Equity,0.01,Health Care,NASDAQ
CRZO,CARRIZO OIL AND GAS INC,Equity,0.01,Energy,NASDAQ
FRME,FIRST MERCHANTS CORP,Equity,0.01,Financials,NASDAQ
ARNA,ARENA PHARMACEUTICALS INC,Equity,0.01,Health Care,NASDAQ
WDFC,WD-40,Equity,0.01,Consumer Staples,NASDAQ
ITRI,ITRON INC,Equity,0.01,Information Technology,NASDAQ
IRTC,IRHYTHM TECHNOLOGIES INC,Equity,0.01,Health Care,NASDAQ
DSW,DSW INC CLASS A,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
MDP,MEREDITH CORP,Equity,0.01,Communication,New York Stock Exchange Inc.
TRNO,TERRENO REALTY REIT CORP,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CBM,CAMBREX CORP,Equity,0.01,Health Care,New York Stock Exchange Inc.
SRCI,SRC ENERGY INC,Equity,0.01,Energy,Nyse Mkt Llc
THC,TENET HEALTHCARE CORP,Equity,0.01,Health Care,New York Stock Exchange Inc.
MNRO,MONRO INC,Equity,0.01,Consumer Discretionary,NASDAQ
TRMK,TRUSTMARK CORP,Equity,0.01,Financials,NASDAQ
ABM,ABM INDUSTRIES INC,Equity,0.01,Industrials,New York Stock Exchange Inc.
AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.01,Information Technology,NASDAQ
AX,AXOS FINANCIAL INC,Equity,0.01,Financials,New York Stock Exchange Inc.
SATS,ECHOSTAR CORP CLASS A,Equity,0.01,Information Technology,NASDAQ
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Equity,0.01,Industrials,New York Stock Exchange Inc.
HSC,HARSCO CORP,Equity,0.01,Industrials,New York Stock Exchange Inc.
MYOK,MYOKARDIA INC,Equity,0.01,Health Care,NASDAQ
PLCE,CHILDRENS PLACE INC,Equity,0.01,Consumer Discretionary,NASDAQ
KBH,KB HOME,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
QTWO,Q2 HOLDINGS INC,Equity,0.01,Information Technology,New York Stock Exchange Inc.
CWT,CALIFORNIA WATER SERVICE GROUP,Equity,0.01,Utilities,New York Stock Exchange Inc.
AWR,AMERICAN STATES WATER,Equity,0.01,Utilities,New York Stock Exchange Inc.
MORN,MORNINGSTAR INC,Equity,0.01,Financials,NASDAQ
EYE,NATIONAL VISION HOLDINGS INC,Equity,0.01,Consumer Discretionary,NASDAQ
QDEL,QUIDEL CORP,Equity,0.01,Health Care,NASDAQ
QTS,QTS REALTY REIT INC TRUST CLASS A,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CPS,COOPER STANDARD HOLDINGS INC,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
BEAT,BIOTELEMETRY INC,Equity,0.01,Health Care,NASDAQ
HOPE,HOPE BANCORP INC,Equity,0.01,Financials,NASDAQ
ELY,CALLAWAY GOLF,Equity,0.01,Consumer Discretionary,New York Stock Exchange Inc.
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Equity,0.01,Real Estate,New York Stock Exchange Inc.
CNMD,CONMED CORP,Equity,0.01,Health Care,NASDAQ
SKT,TANGER FACTORY OUTLET CENTERS REIT,Equity,0.01,Real Estate,New York Stock Exchange Inc.
