Symbol,Name,Exchange,Industry,"SIC Description"
FUL,"H. B. Fuller Company",NYSE,"Chemical - Specialty","SIC-2891 Adhesives & Sealants"
FULC,"Fulcrum Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
FULT,"Fulton Financial Cor",NASDAQ,"Banks - Northeast","SIC-6021 National Commercial Banks"
FUN,"Cedar Fair LP",NYSE,"Leisure & Recreation Services","SIC-7900 Services-Amusement & Recreation Services"
FWONA,"Liberty Media Formula One Sr A",NASDAQ,"Media Conglomerates",
FWONK,"Liberty Media Formula One Sr C",NASDAQ,"Media Conglomerates",
FWRD,"Foward Air Corp",NASDAQ,"Transportation - Truck","SIC-4731 Arrangement of Transportation of Freight & C"
FWRG,"First Watch Restaurant Group Inc",NASDAQ,"Retail - Restaurants","SIC-5812 Retail-Eating Places"
FYBR,"Frontier Communications Parent Inc",NASDAQ,"Communication Network Software","SIC-4813 Telephone Communications (No Radiotelephone)"
G,"Genpact Ltd",NYSE,Outsourcing,"SIC-8742 Services-Management Consulting Services"
GABC,"German Amer Bncp Inc",NASDAQ,"Banks - Midwest","SIC-6022 State Commercial Banks"
GAP,"Gap Inc",NYSE,"Retail - Apparel & Shoes","SIC-5651 Retail-Family Clothing Stores"
GATX,"GATX Corp",NYSE,"Transportation - Equip & Lease","SIC-4700 Transportation Services"
GBCI,"Glacier Bancorp Inc",NYSE,"Banks - West","SIC-6022 State Commercial Banks"
GBIO,"Generation Bio Co.",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
GBTG,"Global Business Travel Group Inc",NYSE,"Transportation - Services","SIC-4700 Transportation Services"
GBX,"Greenbrier Companies",NYSE,"Transportation - Equip & Lease","SIC-3743 Railroad Equipment"
GCI,"Gannett Inc",NYSE,"Advertising Marketing Services","SIC-2711 Newspapers: Publishing or Publishing & Print"
GCMG,"Gcm Grosvenor Inc",NASDAQ,"Finance - Investment Mgmt","SIC-6282 Investment Advice"
GCO,"Genesco Inc",NYSE,"Retail - Apparel & Shoes","SIC-5661 Retail-Shoe Stores"
GCT,"Gigacloud Technology Inc Cl A",NASDAQ,"Technology Services","SIC-5961 Retail-Catalog & Mail-Order Houses"
GD,"General Dynamics Corp",NYSE,"Aerospace - Defense","SIC-3730 Ship & Boat Building & Repairing"
GDDY,"Godaddy Inc",NYSE,"Internet Services - Delivery","SIC-7373 Services-Computer Integrated Systems Design"
GDEN,"Golden Entmt",NASDAQ,Gaming,"SIC-7990 Services-Miscellaneous Amusement & Recreatio"
GDOT,"Green Dot Corp",NYSE,"Financial Transaction Services","SIC-6199 Finance Services"
GDYN,"Grid Dynamics Holdings Inc",NASDAQ,"IT Services","SIC-7372 Services-Prepackaged Software"
GE,"GE Aerospace",NYSE,"Transportation - Airline","SIC-3600 Electronic & Other Electrical Equipment (No"
GEF,"Greif Bros Corp",NYSE,"Containers - Paper Products","SIC-3412 Metal Shipping Barrels, Drums, Kegs & Pails"
GEF-B,"Greif Bros Corp Cl B",NYSE,"Containers - Paper Products","SIC-2650 Paperboard Containers & Boxes"
GEHC,"GE Healthcare Technologies Inc",NASDAQ,"Medical Information Systems","SIC-3844 X-Ray Apparatus & Tubes & Related Irradiatio"
GEN,"Gen Digital Inc",NASDAQ,"Technology Services","SIC-7372 Services-Prepackaged Software"
GEO,"Geo Group Inc",NYSE,"Finance - Mortgage & Rel Svs","SIC-1520 General Bldg Contractors - Residential Bldgs"
GERN,"Geron Corp",NASDAQ,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations"
GETY,"Getty Images Holdings Inc Cl A",NYSE,"Internet - Software","SIC-7389 Services-Business Services, NEC"
GEV,"GE Vernova Inc",NYSE,"Other Alt Energy","SIC-3600 Electronic & Other Electrical Equipment (No"
GFF,"Griffon Corp",NYSE,"Conglomerates - Div Operations","SIC-3442 Metal Doors, Sash, Frames, Moldings & Trim"
GFS,"Globalfoundries Inc",NASDAQ,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices"
GGG,"Graco Inc",NYSE,"Machinery - General Industrial","SIC-3561 Pumps & Pumping Equipment"
GH,"Guardant Health Inc",NASDAQ,"Medical - Biomedical","SIC-7011 Hotels & Motels"
GHC,"Graham Holdings Company",NYSE,Schools,"SIC-8200 Services-Educational Services"
GHM,"Graham Corp",NYSE,"Machinery - General Industrial","SIC-3560 General Industrial Machinery & Equipment"
GIC,"Global Industrial Co.",NYSE,"Industrial Services","SIC-5084 Wholesale-Industrial Machinery & Equipment"
GIII,"G-III Apparel Gp",NASDAQ,"Textile - Apparel","SIC-2300 Apparel & Other Finished Prods of Fabrics &"
GILD,"Gilead Sciences Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
GIS,"General Mills",NYSE,"Food - Misc & Diversified","SIC-2040 Grain Mill Products"
GKOS,"Glaukos Corp",NYSE,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
GL,"Globe Life Inc",NYSE,"Finance - Misc Services","SIC-6311 Life Insurance"
GLDD,"Great Lakes Drg Dock",NASDAQ,"Building - Heavy Construction","SIC-1600 Heavy Construction Other Than Bldg Const - C"
GLNG,"Golar Lng Ltd",NASDAQ,"Transportation - Ship","SIC-4400 Water Transportation"
GLOB,"Globant S.A.",NYSE,"Internet Software Services","SIC-7374 Services-Computer Processing & Data Preparat"
GLPI,"Gaming & Leisure",NASDAQ,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
GLRE,"Greenlight Cap. Re.",NASDAQ,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
GLUE,"Monte Rosa Therapeutics Inc",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
GLW,"Corning Inc",NYSE,"Communications Components","SIC-3357 Drawing & Insulating of Nonferrous Wire"
GM,"General Motors Company",NYSE,"Auto - Domestic","SIC-3711 Motor Vehicles & Passenger Car Bodies"
GME,"Gamestop Corp",NYSE,Gaming,"SIC-5734 Retail-Computer & Computer Software Stores"
GMED,"Globus Medical Inc",NYSE,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus"
GMRE,"Global Medical REIT Inc",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
GMS,"Gms Inc",NYSE,"Building Prds Retail - Wsale","SIC-5030 Wholesale-Lumber & Other Construction Materi"
GNE,"Genie Energy Ltd Cl B",NYSE,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined"
GNK,"Genco Shipping & Trading Ltd",NYSE,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight"
GNL,"Global Net Lease Inc",NYSE,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts"
GNRC,"Generac Holdings Inc",NYSE,"Electrical Power","SIC-3621 Motors & Generators"
GNTX,"Gentex Corp",NASDAQ,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories"
GNTY,"Guaranty Bancshares Inc",NYSE,"Banks - Southwest","SIC-6021 National Commercial Banks"
GNW,"Genworth Financial Inc",NYSE,"Insurance - Life","SIC-6311 Life Insurance"
GO,"Grocery Outlet Holding Corp",NASDAQ,"Consumer Prdts - Misc Staple","SIC-5411 Retail-Grocery Stores"
GOGL,"Golden Ocean Gp",NASDAQ,"Transportation - Ship","SIC-4400 Water Transportation"
GOGO,"Gogo Inc",NASDAQ,"Wireless National","SIC-4899 Communications Services, NEC"
GOLF,"Acushnet Holdings Corp",NYSE,"Leisure & Recreational Prdcts","SIC-3949 Sporting & Athletic Goods, NEC"
GOOD,"Gladstone Comml",NASDAQ,"REIT - Equity Trust Other","SIC-6519 Lessors of Real Property, NEC"
GOOG,"Alphabet Cl C",NASDAQ,"Internet - Services","SIC-7370 Services-Computer Programming, Data Processi"
GOOGL,"Alphabet Cl A",NASDAQ,"Internet - Services","SIC-7370 Services-Computer Programming, Data Processi"
GPC,"Genuine Parts Company",NYSE,"Retail - Wholesale Auto Parts","SIC-5013 Wholesale-Motor Vehicle Supplies & New Parts"
GPI,"Group 1 Automotive",NYSE,"Retail - Wsale Auto & Trucks","SIC-5500 Retail-Auto Dealers & Gasoline Stations"
GPK,"Graphic Packaging Holding Company",NYSE,"Containers - Paper Products","SIC-2650 Paperboard Containers & Boxes"
GPMT,"Granite Point Mortgage Trust Inc",NYSE,"REIT - Mortgage Trusts","SIC-6798 Real Estate Investment Trusts"
GPN,"Global Payments Inc",NYSE,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC"
GPOR,"Gulfport Energy Corp",NYSE,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas"
GPRE,"Green Plains Inc",NASDAQ,"Chemical - Specialty","SIC-2860 Industrial Organic Chemicals"
GPRO,"Gopro Inc Cl A",NASDAQ,"Audio & Video Products","SIC-3861 Photographic Equipment & Supplies"
GRAL,"Grail Inc",NASDAQ,"Medical - Biomedical","SIC-8071 Services-Medical Laboratories"
GRBK,"Green Brick Partners",NYSE,"Real Estate Developers","SIC-1531 Operative Builders"
GRC,"Gorman-Rupp Company",NYSE,"Machinery - General Industrial","SIC-3561 Pumps & Pumping Equipment"
GRMN,"Garmin Ltd",NYSE,"Electronics Products - Misc","SIC-3812 Search, Detection, Navigation, Guidance, Aer"
GRND,"Grindr Inc",NYSE,"Internet - Software","SIC-7370 Services-Computer Programming, Data Processi"
GRNT,"Granite Ridge Resources Inc",NYSE,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas"
GRWG,"Growgeneration Corp",NASDAQ,"Agriculture Products","SIC-5200 Retail-Building Materials, Hardware, Garden"
GS,"Goldman Sachs Group",NYSE,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan"
GSAT,Globalstar,"NYSE Arca","Satellite Communication","SIC-4899 Communications Services, NEC"
GSBC,"Great Southern Bncp",NASDAQ,"Finance - Savings & Loan","SIC-6022 State Commercial Banks"
GSHD,"Goosehead Insurance Inc Cl A",NASDAQ,"Insurance - Multi Line","SIC-6411 Insurance Agents, Brokers & Service"
GT,"Goodyear Tire Rubber",NASDAQ,"Rubber Tires","SIC-3011 Tires & Inner Tubes"
GTES,"Gates Industrial Corp Plc",NYSE,"Engineering & R&D Services","SIC-3560 General Industrial Machinery & Equipment"
GTLB,"Gitlab Inc Cl A",NASDAQ,"Internet - Software","SIC-7372 Services-Prepackaged Software"
GTLS,"Chart Industries IN",NYSE,"Machinery - General Industrial","SIC-3443 Fabricated Plate Work (Boiler Shops)"
GTN,"Gray Television",NYSE,"Broadcast - Radio & TV","SIC-4833 Television Broadcasting Stations"
GTY,"Getty Realty Corp",NYSE,"REIT - Equity Trust Other","SIC-6500 Real Estate"
GVA,"Granite Construction Incorporated",NYSE,"Building - Heavy Construction","SIC-1600 Heavy Construction Other Than Bldg Const - C"
GWRE,"Guidewire Software Inc",NYSE,"Business Software Services","SIC-7372 Services-Prepackaged Software"
GWW,"W.W. Grainger",NYSE,"Industrial Services","SIC-5000 Wholesale-Durable Goods"
GXO,"Gxo Logistics Inc",NYSE,"Transportation - Air Freight","SIC-4700 Transportation Services"
H,"Hyatt Hotels Corp",NYSE,"Hotels & Motels","SIC-4931 Electric & Other Services Combined"
HAE,"Haemonetics Corp",NYSE,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus"
HAFC,"Hanmi Financial Corp",NASDAQ,"Banks - West","SIC-6021 National Commercial Banks"
HAIN,"Hain Celestial Group",NASDAQ,"Food - Misc & Diversified","SIC-2000 Food and Kindred Products"
HAL,"Halliburton Company",NYSE,"Oil - Field Services","SIC-1389 Oil & Gas Field Services, NEC"
HALO,"Halozyme Therapeutic",NASDAQ,"Medical - Biomedical","SIC-2836 Biological Products, (No Disgnostic Substanc"
HAS,"Hasbro Inc",NASDAQ,"Toys & Game & Hobby","SIC-3944 Games, Toys & Childrens Vehicles (No Dolls)"
HASI,"Ha Sustainable Infrastructure Capital Inc",NYSE,"Finance - Misc Services","SIC-6798 Real Estate Investment Trusts"
HAYN,"Haynes Intl Inc",NASDAQ,"Steel - Specialty","SIC-3310 Steel Works, Blast Furnaces & Rolling & Fini"
HAYW,"Hayward Holdings Inc",NYSE,"Electronics Products - Misc","SIC-3580 Refrigeration & Service Industry Machinery"
HBAN,"Huntington Bancshares Inc",NASDAQ,"Banks - Midwest","SIC-6021 National Commercial Banks"
HBCP,"Home Bancorp Inc",NASDAQ,"Banks - Southeast","SIC-6036 Savings Institutions, Not Federally Chartere"
HBI,"Hanesbrands Inc",NYSE,"Textile - Apparel","SIC-5600 Retail-Apparel & Accessory Stores"
HBNC,"Horizon Bancorp",NASDAQ,"Banks - Northeast","SIC-6022 State Commercial Banks"
HBT,"Hbt Financial Inc",NASDAQ,"Banks - Northeast","SIC-6022 State Commercial Banks"
HCA,"Hca Holdings Inc",NYSE,"Medical - Hospitals","SIC-8062 Services-General Medical & Surgical Hospital"
HCAT,"Health Catalyst Inc",NASDAQ,"Medical Information Systems","SIC-7370 Services-Computer Programming, Data Processi"
HCC,"Warrior Met Coal Inc",NYSE,Coal,"SIC-1220 Bituminous"
HCI,"Homeowners Choice",NYSE,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance"
HCKT,"Hackett Grp Inc",NASDAQ,Consulting,"SIC-8742 Services-Management Consulting Services"
HCP,"Hashicorp Inc Cl A",NASDAQ,"Internet - Software","SIC-7371 Services-Computer Programming Services"
HCSG,"Healthcare Svcs Gp",NASDAQ,"Business Services","SIC-8050 Services-Nursing & Personal Care Facilities"
HD,"Home Depot",NYSE,"Building Prds Retail - Wsale","SIC-5211 Retail-Lumber & Other Building Materials Dea"
HDSN,"Hudson Tech Inc",NASDAQ,"Industrial Services","SIC-5080 Wholesale-Machinery, Equipment & Supplies"
HE,"Hawaiian Electric Industries",NYSE,"Utility - Electric Power","SIC-4911 Electric Services"
HEAR,"Turtle Beach Corp",NASDAQ,"Computers - Peripheral Equpt","SIC-3669 Communications Equipment, NEC"
HEES,"H&E Equip Services",NASDAQ,"Machinery - Construct & Mining","SIC-7350 Services-Miscellaneous Equipment Rental & Le"
HEI,"Heico Corp",NYSE,"Aerospace - Defense Equipment","SIC-3724 Aircraft Engines & Engine Parts"
HEI-A,"Heico Corp Cl A",NYSE,"Aerospace - Defense Equipment","SIC-3724 Aircraft Engines & Engine Parts"
HELE,"Helen of Troy Ltd",NASDAQ,"Cosmetics & Toiletries","SIC-3634 Electric Housewares & Fans"
HES,"Hess Corp",NYSE,"Oil - US Integrated","SIC-2911 Petroleum Refining"
HFWA,"Heritage Financial",NASDAQ,"Finance - Savings & Loan","SIC-6036 Savings Institutions, Not Federally Chartere"
HGV,"Hilton Grand Vacations Inc",NYSE,"Hotels & Motels","SIC-7000 Hotels, Rooming Houses, Camps & Other Lodgin"
HHH,"Howard Hughes Holdings Inc",NYSE,"Real Estate Developers","SIC-6798 Real Estate Investment Trusts"
HI,"Hillenbrand Inc",NYSE,"Industrial Services","SIC-3990 Miscellaneous Manufacturing Industries"
